# Total Phase Data Center(tm) v7.01
# (c) 2005-2021 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
2,FS,274,0:09.705.374,2.083 us,3 B,,00,00,      DATA1 packet,4B 00 00
2,FS,275,0:09.705.377,750 ns,1 B,,00,00,      ACK packet,D2
0,FS,276,0:09.716.349,89.083 us,18 B,,11,00,Get Device Descriptor,Index=0 Length=18
1,FS,277,0:09.716.349,12.583 us,8 B,,11,00,   SETUP txn,80 06 00 01 00 00 12 00
2,FS,278,0:09.716.349,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,279,0:09.716.353,7.416 us,11 B,,11,00,      DATA0 packet,C3 80 06 00 01 00 00 12 00 E0 F4
2,FS,280,0:09.716.361,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,281,0:09.716.374,45.250 us,18 B,,11,00,   IN txn   [1 POLL],12 01 00 02 FF 47 D0 40 5E 04 EA 02 08 04 01 02 03 01
2,FS,282,0:09.716.374,4.000 us,,,11,00,      [1 IN-NAK],
2,FS,283,0:09.716.400,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,284,0:09.716.404,14.183 us,21 B,,11,00,      DATA1 packet,4B 12 01 00 02 FF 47 D0 40 5E 04 EA 02 08 04 01 02 03 01 09 F7
2,FS,285,0:09.716.419,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,286,0:09.716.431,7.250 us,0 B,,11,00,   OUT txn,
2,FS,287,0:09.716.431,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,288,0:09.716.435,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,289,0:09.716.438,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,290,0:09.716.555,162.333 us,0 B,,11,00,Set Configuration,Configuration=1
1,FS,291,0:09.716.555,12.583 us,8 B,,11,00,   SETUP txn,00 09 01 00 00 00 00 00
2,FS,292,0:09.716.555,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,293,0:09.716.559,7.416 us,11 B,,11,00,      DATA0 packet,C3 00 09 01 00 00 00 00 00 27 25
2,FS,294,0:09.716.567,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,295,0:09.716.580,137.416 us,0 B,,11,00,   IN txn   [5 POLL],
2,FS,296,0:09.716.580,108.166 us,,,11,00,      [5 IN-NAK],
2,FS,297,0:09.716.710,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,298,0:09.716.714,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,299,0:09.716.717,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,300,0:09.716.764,57.916 us,0 B,,11,00,Set Interface,Interface=1 Alt. Setting=0
1,FS,301,0:09.716.764,12.583 us,8 B,,11,00,   SETUP txn,01 0B 00 00 01 00 00 00
2,FS,302,0:09.716.764,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,303,0:09.716.767,7.416 us,11 B,,11,00,      DATA0 packet,C3 01 0B 00 00 01 00 00 00 C5 04
2,FS,304,0:09.716.776,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,305,0:09.716.789,33.000 us,0 B,,11,00,   IN txn   [1 POLL],
2,FS,306,0:09.716.789,4.000 us,,,11,00,      [1 IN-NAK],
2,FS,307,0:09.716.814,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,308,0:09.716.818,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,309,0:09.716.821,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,310,0:09.716.841,58.416 us,0 B,,11,00,Set Interface,Interface=2 Alt. Setting=0
1,FS,311,0:09.716.841,12.583 us,8 B,,11,00,   SETUP txn,01 0B 00 00 02 00 00 00
2,FS,312,0:09.716.841,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,313,0:09.716.844,7.416 us,11 B,,11,00,      DATA0 packet,C3 01 0B 00 00 02 00 00 00 C5 40
2,FS,314,0:09.716.853,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,315,0:09.716.866,33.500 us,0 B,,11,00,   IN txn   [1 POLL],
2,FS,316,0:09.716.866,4.000 us,,,11,00,      [1 IN-NAK],
2,FS,317,0:09.716.892,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,318,0:09.716.896,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,319,0:09.716.899,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,320,0:09.719.722,70.000 us,4 B,,11,00,Get String Descriptor,Index=0 Length=255
1,FS,321,0:09.719.722,12.666 us,8 B,,11,00,   SETUP txn,80 06 00 03 00 00 FF 00
2,FS,322,0:09.719.722,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,323,0:09.719.726,7.516 us,11 B,,11,00,      DATA0 packet,C3 80 06 00 03 00 00 FF 00 D4 64
2,FS,324,0:09.719.734,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,325,0:09.719.764,10.000 us,4 B,,11,00,   IN txn,04 03 09 04
2,FS,326,0:09.719.764,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,327,0:09.719.767,4.750 us,7 B,,11,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,328,0:09.719.773,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,329,0:09.719.785,7.250 us,0 B,,11,00,   OUT txn,
2,FS,330,0:09.719.785,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,331,0:09.719.788,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,332,0:09.719.792,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,333,0:09.720.014,80.166 us,20 B,,11,00,Get String Descriptor,Index=1 Length=255
1,FS,334,0:09.720.014,12.666 us,8 B,,11,00,   SETUP txn,80 06 01 03 09 04 FF 00
2,FS,335,0:09.720.014,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,336,0:09.720.017,7.516 us,11 B,,11,00,      DATA0 packet,C3 80 06 01 03 09 04 FF 00 97 E8
2,FS,337,0:09.720.026,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,338,0:09.720.039,46.416 us,20 B,,11,00,   IN txn   [1 POLL],14 03 4D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00
2,FS,339,0:09.720.039,4.000 us,,,11,00,      [1 IN-NAK],
2,FS,340,0:09.720.064,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,341,0:09.720.068,15.416 us,23 B,,11,00,      DATA1 packet,4B 14 03 4D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00 5A 01
2,FS,342,0:09.720.084,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,343,0:09.720.087,7.250 us,0 B,,11,00,   OUT txn,
2,FS,344,0:09.720.087,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,345,0:09.720.090,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,346,0:09.720.093,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,347,0:09.720.226,91.666 us,22 B,,11,00,Get String Descriptor,Index=2 Length=255
1,FS,348,0:09.720.226,12.750 us,8 B,,11,00,   SETUP txn,80 06 02 03 09 04 FF 00
2,FS,349,0:09.720.226,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,350,0:09.720.230,7.516 us,11 B,,11,00,      DATA0 packet,C3 80 06 02 03 09 04 FF 00 97 DB
2,FS,351,0:09.720.238,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,352,0:09.720.251,48.000 us,22 B,,11,00,   IN txn   [1 POLL],16 03 43 00 6F 00 6E 00 74 00 72 00 6F 00 6C 00 6C 00 65 00 72 00
2,FS,353,0:09.720.251,4.000 us,,,11,00,      [1 IN-NAK],
2,FS,354,0:09.720.277,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,355,0:09.720.281,16.750 us,25 B,,11,00,      DATA1 packet,4B 16 03 43 00 6F 00 6E 00 74 00 72 00 6F 00 6C 00 6C 00 65 00 72 00 61…
2,FS,356,0:09.720.299,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,357,0:09.720.311,7.250 us,0 B,,11,00,   OUT txn,
2,FS,358,0:09.720.311,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,359,0:09.720.314,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,360,0:09.720.317,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,361,0:09.725.644,55.500 us,4 B,,11,00,Get String Descriptor,Index=0 Length=4
1,FS,362,0:09.725.644,12.583 us,8 B,,11,00,   SETUP txn,80 06 00 03 00 00 04 00
2,FS,363,0:09.725.644,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,364,0:09.725.647,7.416 us,11 B,,11,00,      DATA0 packet,C3 80 06 00 03 00 00 04 00 97 54
2,FS,365,0:09.725.656,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,366,0:09.725.669,9.916 us,4 B,,11,00,   IN txn,04 03 09 04
2,FS,367,0:09.725.669,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,368,0:09.725.672,4.750 us,7 B,,11,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,369,0:09.725.678,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,370,0:09.725.692,7.250 us,0 B,,11,00,   OUT txn,
2,FS,371,0:09.725.692,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,372,0:09.725.695,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,373,0:09.725.699,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,374,0:09.725.973,90.083 us,20 B,,11,00,Get String Descriptor,Index=1 Length=255
1,FS,375,0:09.725.973,12.666 us,8 B,,11,00,   SETUP txn,80 06 01 03 09 04 FF 00
2,FS,376,0:09.725.973,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,377,0:09.725.976,7.516 us,11 B,,11,00,      DATA0 packet,C3 80 06 01 03 09 04 FF 00 97 E8
2,FS,378,0:09.725.985,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,379,0:09.725.998,46.333 us,20 B,,11,00,   IN txn   [1 POLL],14 03 4D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00
2,FS,380,0:09.725.998,4.000 us,,,11,00,      [1 IN-NAK],
2,FS,381,0:09.726.023,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,382,0:09.726.027,15.416 us,23 B,,11,00,      DATA1 packet,4B 14 03 4D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00 5A 01
2,FS,383,0:09.726.043,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,384,0:09.726.056,7.250 us,0 B,,11,00,   OUT txn,
2,FS,385,0:09.726.056,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,386,0:09.726.059,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,387,0:09.726.062,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,388,0:09.726.526,79.583 us,4 B,,11,00,Get String Descriptor,Index=0 Length=4
1,FS,389,0:09.726.526,12.583 us,8 B,,11,00,   SETUP txn,80 06 00 03 00 00 04 00
2,FS,390,0:09.726.526,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,391,0:09.726.529,7.416 us,11 B,,11,00,      DATA0 packet,C3 80 06 00 03 00 00 04 00 97 54
2,FS,392,0:09.726.537,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,393,0:09.726.550,35.916 us,4 B,,11,00,   IN txn   [1 POLL],04 03 09 04
2,FS,394,0:09.726.550,4.083 us,,,11,00,      [1 IN-NAK],
2,FS,395,0:09.726.576,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,396,0:09.726.580,4.750 us,7 B,,11,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,397,0:09.726.586,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,398,0:09.726.598,7.250 us,0 B,,11,00,   OUT txn,
2,FS,399,0:09.726.598,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,400,0:09.726.601,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,401,0:09.726.604,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,402,0:09.727.075,95.333 us,22 B,,11,00,Get String Descriptor,Index=2 Length=255
1,FS,403,0:09.727.075,12.666 us,8 B,,11,00,   SETUP txn,80 06 02 03 09 04 FF 00
2,FS,404,0:09.727.075,2.000 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,405,0:09.727.079,7.516 us,11 B,,11,00,      DATA0 packet,C3 80 06 02 03 09 04 FF 00 97 DB
2,FS,406,0:09.727.087,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,407,0:09.727.100,47.916 us,22 B,,11,00,   IN txn   [1 POLL],16 03 43 00 6F 00 6E 00 74 00 72 00 6F 00 6C 00 6C 00 65 00 72 00
2,FS,408,0:09.727.100,4.000 us,,,11,00,      [1 IN-NAK],
2,FS,409,0:09.727.126,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,410,0:09.727.130,16.750 us,25 B,,11,00,      DATA1 packet,4B 16 03 43 00 6F 00 6E 00 74 00 72 00 6F 00 6C 00 6C 00 65 00 72 00 61…
2,FS,411,0:09.727.148,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,412,0:09.727.164,7.250 us,0 B,,11,00,   OUT txn,
2,FS,413,0:09.727.164,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,414,0:09.727.167,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,415,0:09.727.170,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,416,0:09.728.046,28.916 us,0 B,,11,00,Control Transfer (STALL),Index=0 Length=10
1,FS,417,0:09.728.046,12.583 us,8 B,,11,00,   SETUP txn,80 06 00 06 00 00 0A 00
2,FS,418,0:09.728.046,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,419,0:09.728.049,7.416 us,11 B,,11,00,      DATA0 packet,C3 80 06 00 06 00 00 0A 00 5F 34
2,FS,420,0:09.728.058,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,421,0:09.728.071,4.000 us,,,11,00,   IN txn (STALL),
2,FS,422,0:09.728.071,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,423,0:09.728.074,750 ns,1 B,,11,00,      STALL packet,1E
0,FS,424,0:09.728.520,29.083 us,0 B,,11,00,Control Transfer (STALL),Index=0 Length=9
1,FS,425,0:09.728.520,12.666 us,8 B,,11,00,   SETUP txn,80 06 00 07 00 00 09 00
2,FS,426,0:09.728.520,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,427,0:09.728.523,7.416 us,11 B,,11,00,      DATA0 packet,C3 80 06 00 07 00 00 09 00 62 04
2,FS,428,0:09.728.532,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,429,0:09.728.545,4.083 us,,,11,00,   IN txn (STALL),
2,FS,430,0:09.728.545,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,431,0:09.728.548,750 ns,1 B,,11,00,      STALL packet,1E
0,FS,432,0:09.733.918,79.250 us,4 B,,11,00,Get String Descriptor,Index=0 Length=255
1,FS,433,0:09.733.918,12.666 us,8 B,,11,00,   SETUP txn,80 06 00 03 00 00 FF 00
2,FS,434,0:09.733.918,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,435,0:09.733.921,7.516 us,11 B,,11,00,      DATA0 packet,C3 80 06 00 03 00 00 FF 00 D4 64
2,FS,436,0:09.733.930,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,437,0:09.733.943,35.500 us,4 B,,11,00,   IN txn   [1 POLL],04 03 09 04
2,FS,438,0:09.733.943,4.083 us,,,11,00,      [1 IN-NAK],
2,FS,439,0:09.733.968,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,440,0:09.733.972,4.750 us,7 B,,11,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,441,0:09.733.978,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,442,0:09.733.990,7.250 us,0 B,,11,00,   OUT txn,
2,FS,443,0:09.733.990,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,444,0:09.733.993,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,445,0:09.733.996,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,446,0:09.734.113,70.000 us,20 B,,11,00,Get String Descriptor,Index=1 Length=255
1,FS,447,0:09.734.113,12.666 us,8 B,,11,00,   SETUP txn,80 06 01 03 09 04 FF 00
2,FS,448,0:09.734.113,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,449,0:09.734.117,7.516 us,11 B,,11,00,      DATA0 packet,C3 80 06 01 03 09 04 FF 00 97 E8
2,FS,450,0:09.734.125,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,451,0:09.734.144,20.583 us,20 B,,11,00,   IN txn,14 03 4D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00
2,FS,452,0:09.734.144,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,453,0:09.734.147,15.416 us,23 B,,11,00,      DATA1 packet,4B 14 03 4D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00 5A 01
2,FS,454,0:09.734.164,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,455,0:09.734.176,7.250 us,0 B,,11,00,   OUT txn,
2,FS,456,0:09.734.176,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,457,0:09.734.179,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,458,0:09.734.183,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,459,0:09.734.301,73.333 us,22 B,,11,00,Get String Descriptor,Index=2 Length=255
1,FS,460,0:09.734.301,12.750 us,8 B,,11,00,   SETUP txn,80 06 02 03 09 04 FF 00
2,FS,461,0:09.734.301,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,462,0:09.734.304,7.516 us,11 B,,11,00,      DATA0 packet,C3 80 06 02 03 09 04 FF 00 97 DB
2,FS,463,0:09.734.313,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,464,0:09.734.334,21.916 us,22 B,,11,00,   IN txn,16 03 43 00 6F 00 6E 00 74 00 72 00 6F 00 6C 00 6C 00 65 00 72 00
2,FS,465,0:09.734.334,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,466,0:09.734.337,16.750 us,25 B,,11,00,      DATA1 packet,4B 16 03 43 00 6F 00 6E 00 74 00 72 00 6F 00 6C 00 6C 00 65 00 72 00 61…
2,FS,467,0:09.734.355,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,468,0:09.734.367,7.333 us,0 B,,11,00,   OUT txn,
2,FS,469,0:09.734.367,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,470,0:09.734.371,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,471,0:09.734.374,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,472,0:09.784.371,91.750 us,4 B,,11,00,Get String Descriptor,Index=0 Length=510
1,FS,473,0:09.784.371,12.750 us,8 B,,11,00,   SETUP txn,80 06 00 03 00 00 FE 01
2,FS,474,0:09.784.371,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,475,0:09.784.375,7.516 us,11 B,,11,00,      DATA0 packet,C3 80 06 00 03 00 00 FE 01 14 34
2,FS,476,0:09.784.383,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,477,0:09.784.388,36.083 us,4 B,,11,00,   IN txn   [1 POLL],04 03 09 04
2,FS,478,0:09.784.388,4.000 us,,,11,00,      [1 IN-NAK],
2,FS,479,0:09.784.414,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,480,0:09.784.417,4.750 us,7 B,,11,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,481,0:09.784.423,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,482,0:09.784.426,37.166 us,0 B,,11,00,   OUT txn   [1 POLL],
2,FS,483,0:09.784.426,7.250 us,,,11,00,      [1 OUT-DATA-NAK],
3,FS,484,0:09.784.426,7.250 us,0 B,,11,00,         OUT-DATA-NAK,
4,FS,485,0:09.784.426,2.083 us,3 B,,11,00,            OUT packet,E1 0B 20
4,FS,486,0:09.784.429,2.083 us,3 B,,11,00,            DATA1 packet,4B 00 00
4,FS,487,0:09.784.432,750 ns,1 B,,11,00,            NAK packet,5A
2,FS,488,0:09.784.456,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,489,0:09.784.459,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,490,0:09.784.462,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,491,0:09.784.987,72.833 us,20 B,,11,00,Get String Descriptor,Index=1 Length=510
1,FS,492,0:09.784.987,12.750 us,8 B,,11,00,   SETUP txn,80 06 01 03 09 04 FE 01
2,FS,493,0:09.784.987,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,494,0:09.784.991,7.516 us,11 B,,11,00,      DATA0 packet,C3 80 06 01 03 09 04 FE 01 57 B8
2,FS,495,0:09.784.999,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,496,0:09.785.004,46.833 us,20 B,,11,00,   IN txn   [1 POLL],14 03 4D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00
2,FS,497,0:09.785.004,4.000 us,,,11,00,      [1 IN-NAK],
2,FS,498,0:09.785.030,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,499,0:09.785.033,15.416 us,23 B,,11,00,      DATA1 packet,4B 14 03 4D 00 69 00 63 00 72 00 6F 00 73 00 6F 00 66 00 74 00 5A 01
2,FS,500,0:09.785.050,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,501,0:09.785.053,7.333 us,0 B,,11,00,   OUT txn,
2,FS,502,0:09.785.053,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,503,0:09.785.056,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,504,0:09.785.060,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,505,0:09.785.733,97.500 us,22 B,,11,00,Get String Descriptor,Index=2 Length=510
1,FS,506,0:09.785.733,12.750 us,8 B,,11,00,   SETUP txn,80 06 02 03 09 04 FE 01
2,FS,507,0:09.785.733,2.083 us,3 B,,11,00,      SETUP packet,2D 0B 20
2,FS,508,0:09.785.736,7.516 us,11 B,,11,00,      DATA0 packet,C3 80 06 02 03 09 04 FE 01 57 8B
2,FS,509,0:09.785.745,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,510,0:09.785.769,21.916 us,22 B,,11,00,   IN txn,16 03 43 00 6F 00 6E 00 74 00 72 00 6F 00 6C 00 6C 00 65 00 72 00
2,FS,511,0:09.785.769,2.083 us,3 B,,11,00,      IN packet,69 0B 20
2,FS,512,0:09.785.773,16.750 us,25 B,,11,00,      DATA1 packet,4B 16 03 43 00 6F 00 6E 00 74 00 72 00 6F 00 6C 00 6C 00 65 00 72 00 61…
2,FS,513,0:09.785.790,750 ns,1 B,,11,00,      ACK packet,D2
1,FS,514,0:09.785.793,36.666 us,0 B,,11,00,   OUT txn   [1 POLL],
2,FS,515,0:09.785.793,7.333 us,,,11,00,      [1 OUT-DATA-NAK],
3,FS,516,0:09.785.793,7.333 us,0 B,,11,00,         OUT-DATA-NAK,
4,FS,517,0:09.785.793,2.083 us,3 B,,11,00,            OUT packet,E1 0B 20
4,FS,518,0:09.785.797,2.083 us,3 B,,11,00,            DATA1 packet,4B 00 00
4,FS,519,0:09.785.800,750 ns,1 B,,11,00,            NAK packet,5A
2,FS,520,0:09.785.823,2.083 us,3 B,,11,00,      OUT packet,E1 0B 20
2,FS,521,0:09.785.826,2.083 us,3 B,,11,00,      DATA1 packet,4B 00 00
2,FS,522,0:09.785.829,750 ns,1 B,,11,00,      ACK packet,D2
0,FS,523,0:09.717.772,816.000.583 ms,,,11,02,[205 IN-NAK],
0,FS,524,0:10.534.108,11.416 us,,,,,<Reset> / <Chirp J> / <Tiny J>,
0,FS,525,0:10.534.120,67.955.183 ms,,,,,<Reset> / <Target disconnected>,
0,FS,526,0:10.602.075,,,,,,<Full-speed>,
0,FS,527,0:10.703.074,54.752.850 ms,,,,,<Reset> / <Chirp J> / <Tiny J>,
0,FS,528,0:10.757.827,,,,,,<Full-speed>,
0,FS,529,0:10.791.062,91.083 us,18 B,,00,00,Get Device Descriptor,Index=0 Length=64
1,FS,530,0:10.791.062,12.583 us,8 B,,00,00,   SETUP txn,80 06 00 01 00 00 40 00
2,FS,531,0:10.791.062,2.083 us,3 B,,00,00,      SETUP packet,2D 00 10
2,FS,532,0:10.791.065,7.416 us,11 B,,00,00,      DATA0 packet,C3 80 06 00 01 00 00 40 00 DD 94
2,FS,533,0:10.791.073,750 ns,1 B,,00,00,      ACK packet,D2
1,FS,534,0:10.791.089,44.916 us,18 B,,00,00,   IN txn   [1 POLL],12 01 00 02 FF 47 D0 40 5E 04 EA 02 08 04 01 02 03 01
2,FS,535,0:10.791.089,4.000 us,,,00,00,      [1 IN-NAK],
2,FS,536,0:10.791.114,2.083 us,3 B,,00,00,      IN packet,69 00 10
2,FS,537,0:10.791.118,14.183 us,21 B,,00,00,      DATA1 packet,4B 12 01 00 02 FF 47 D0 40 5E 04 EA 02 08 04 01 02 03 01 09 F7
2,FS,538,0:10.791.133,750 ns,1 B,,00,00,      ACK packet,D2
1,FS,539,0:10.791.145,7.166 us,0 B,,00,00,   OUT txn,
2,FS,540,0:10.791.145,2.083 us,3 B,,00,00,      OUT packet,E1 00 10
2,FS,541,0:10.791.149,2.083 us,3 B,,00,00,      DATA1 packet,4B 00 00
2,FS,542,0:10.791.152,750 ns,1 B,,00,00,      ACK packet,D2
0,FS,543,0:10.791.265,54.753.433 ms,,,,,<Reset> / <Chirp J> / <Tiny J>,
0,FS,544,0:10.846.018,,,,,,<Full-speed>,
0,FS,545,0:10.879.061,46.166 us,0 B,,00,00,Set Address,Address=12
1,FS,546,0:10.879.061,12.583 us,8 B,,00,00,   SETUP txn,00 05 0C 00 00 00 00 00
2,FS,547,0:10.879.061,2.083 us,3 B,,00,00,      SETUP packet,2D 00 10
2,FS,548,0:10.879.064,7.416 us,11 B,,00,00,      DATA0 packet,C3 00 05 0C 00 00 00 00 00 EA 38
2,FS,549,0:10.879.073,750 ns,1 B,,00,00,      ACK packet,D2
1,FS,550,0:10.879.075,32.250 us,0 B,,00,00,   IN txn   [1 POLL],
2,FS,551,0:10.879.075,4.000 us,,,00,00,      [1 IN-NAK],
2,FS,552,0:10.879.100,2.083 us,3 B,,00,00,      IN packet,69 00 10
2,FS,553,0:10.879.103,2.083 us,3 B,,00,00,      DATA1 packet,4B 00 00
2,FS,554,0:10.879.107,750 ns,1 B,,00,00,      ACK packet,D2
0,FS,555,0:10.890.050,89.416 us,18 B,,12,00,Get Device Descriptor,Index=0 Length=18
1,FS,556,0:10.890.050,12.583 us,8 B,,12,00,   SETUP txn,80 06 00 01 00 00 12 00
2,FS,557,0:10.890.050,2.083 us,3 B,,12,00,      SETUP packet,2D 0C 58
2,FS,558,0:10.890.053,7.416 us,11 B,,12,00,      DATA0 packet,C3 80 06 00 01 00 00 12 00 E0 F4
